"participant","predicate","predicate_number","context","context_number","response"
116,"say",8,"6L",30,0
116,"reveal",3,"4L",12,1
116,"confirm",4,"14L",14,0
116,"pretend",15,"16L",31,0
116,"hear",16,"10L",36,1
116,"acknowledge",5,"8L",23,1
116,"establish",1,"19H",39,0.83
116,"know",11,"7L",19,1
116,"be right",6,"1H",13,0
116,"discover",14,"15H",34,1
116,"demonstrate",18,"12H",2,0.61
116,"prove",2,"3L",9,0
116,"admit",13,"18H",6,1
116,"see",19,"11H",29,0
116,"confess",20,"2H",25,0.75
116,"inform",12,"5H",20,1
117,"think",7,"9L",16,0.13
117,"prove",2,"11L",11,0.12
117,"demonstrate",18,"8H",1,0.16
117,"confirm",4,"20L",27,0.1
117,"be right",6,"2L",10,0.07
117,"be annoyed",9,"3H",33,0.7
117,"pretend",15,"18L",32,0.05
117,"admit",13,"4H",40,0.75
117,"confess",20,"12H",2,0.32
117,"know",11,"19H",39,0.87
117,"acknowledge",5,"7L",19,0.78
117,"establish",1,"6H",5,0.7
117,"say",8,"14L",14,0.12
117,"reveal",3,"17H",21,0.7
117,"announce",10,"16L",31,0.83
117,"suggest",17,"13H",8,0.88
117,"see",19,"5L",38,0.91
117,"discover",14,"10H",18,0.61
117,"hear",16,"1H",13,0.92
117,"inform",12,"15L",7,0.68
118,"be right",6,"6L",30,0.56
118,"hear",16,"3L",9,0.26
118,"demonstrate",18,"10H",18,0.25
118,"suggest",17,"2H",25,0.22
118,"reveal",3,"7L",19,0.44
118,"prove",2,"20L",27,0.2
118,"pretend",15,"8L",23,0.14
118,"acknowledge",5,"17H",21,0.06
118,"be annoyed",9,"1H",13,0.63
118,"inform",12,"11H",29,0.45
118,"discover",14,"12L",28,0.25
118,"confirm",4,"5L",38,0.17
118,"see",19,"19H",39,0.57
118,"confess",20,"13L",26,0.1
118,"announce",10,"16H",17,0.3
118,"admit",13,"9L",16,0.05
118,"know",11,"4H",40,0.08
118,"say",8,"18H",6,0.12
118,"think",7,"15H",34,0.24
118,"establish",1,"14L",14,0.14
119,"reveal",3,"19L",4,0.06
119,"know",11,"18L",32,0.16
119,"announce",10,"12L",28,0.05
119,"prove",2,"6L",30,0.13
119,"establish",1,"20H",3,0.63
119,"pretend",15,"17H",21,0.22
119,"confirm",4,"2H",25,0.28
119,"hear",16,"13H",8,0.17
119,"acknowledge",5,"4H",40,0.5
119,"be annoyed",9,"5H",20,0.61
119,"say",8,"14H",22,0.35
119,"discover",14,"9H",35,0.14
119,"demonstrate",18,"1L",37,0.21
119,"see",19,"8L",23,0.12
119,"confess",20,"15L",7,0.22
119,"be right",6,"16H",17,0.31
119,"admit",13,"11L",11,0.2
119,"suggest",17,"10L",36,0.04
119,"think",7,"7L",19,0.16
119,"inform",12,"3H",33,0.07
120,"know",11,"6H",5,0.97
120,"confess",20,"2L",10,0.35
120,"say",8,"5H",20,0.68
120,"announce",10,"20H",3,0.14
120,"pretend",15,"12H",2,0.1
120,"prove",2,"3L",9,0.66
120,"demonstrate",18,"13H",8,0.72
120,"inform",12,"19L",4,0.06
120,"suggest",17,"18L",32,0.09
120,"see",19,"10H",18,0.99
120,"discover",14,"15L",7,0.98
120,"think",7,"1L",37,0.02
120,"confirm",4,"8H",1,0.45
120,"establish",1,"9L",16,1
120,"be right",6,"17H",21,0.99
120,"reveal",3,"7H",24,0.45
120,"hear",16,"16L",31,0.04
120,"acknowledge",5,"4L",12,0.5
120,"admit",13,"11H",29,1
120,"be annoyed",9,"14L",14,0.98
121,"pretend",15,"10H",18,0.2
121,"see",19,"5L",38,0.58
121,"think",7,"3H",33,0.09
121,"be right",6,"17H",21,0.08
121,"know",11,"14H",22,0.45
121,"establish",1,"6H",5,0.16
121,"suggest",17,"8L",23,0.57
121,"acknowledge",5,"13L",26,0.1
121,"demonstrate",18,"4H",40,0.39
121,"confess",20,"12H",2,0.61
121,"discover",14,"2L",10,0.67
121,"be annoyed",9,"11H",29,0.12
121,"admit",13,"1H",13,0.11
121,"prove",2,"7L",19,0.01
121,"say",8,"18H",6,0.45
121,"confirm",4,"9L",16,0.32
121,"inform",12,"20L",27,0.61
121,"hear",16,"19L",4,0.53
121,"announce",10,"16L",31,0.29
121,"reveal",3,"15L",7,0.19
122,"announce",10,"18L",32,1
122,"suggest",17,"12H",2,0
122,"be annoyed",9,"3L",9,1
122,"admit",13,"7L",19,1
122,"discover",14,"20H",3,1
122,"demonstrate",18,"9L",16,0.51
122,"confess",20,"2H",25,1
122,"reveal",3,"11L",11,1
122,"confirm",4,"19L",4,1
122,"think",7,"10H",18,0
122,"establish",1,"17L",15,0
122,"say",8,"1H",13,1
122,"acknowledge",5,"16H",17,1
122,"see",19,"4H",40,1
122,"pretend",15,"5H",20,0
122,"be right",6,"14L",14,0
122,"inform",12,"8H",1,1
122,"know",11,"13L",26,1
122,"hear",16,"15H",34,0.52
122,"prove",2,"6L",30,0
123,"see",19,"3H",33,1
123,"say",8,"1H",13,0.28
123,"be right",6,"15L",7,0.71
123,"be annoyed",9,"16L",31,1
123,"admit",13,"11H",29,0.72
123,"suggest",17,"13L",26,0.27
123,"confirm",4,"18H",6,0.3
123,"establish",1,"20H",3,0.75
123,"acknowledge",5,"17L",15,0.77
123,"reveal",3,"4L",12,0.69
123,"know",11,"8H",1,1
123,"pretend",15,"9L",16,0
123,"announce",10,"6H",5,0.74
123,"prove",2,"10H",18,0.49
123,"think",7,"14H",22,0.23
123,"demonstrate",18,"5L",38,1
123,"confess",20,"7H",24,0.74
123,"discover",14,"12L",28,1
123,"hear",16,"19L",4,1
123,"inform",12,"2L",10,0
124,"be annoyed",9,"12L",28,0.92
124,"establish",1,"14H",22,0.04
124,"think",7,"6L",30,0.06
124,"acknowledge",5,"3H",33,0.11
124,"announce",10,"8L",23,0.75
124,"pretend",15,"16L",31,0.02
124,"demonstrate",18,"15H",34,0.5
124,"inform",12,"1H",13,0.93
124,"suggest",17,"5L",38,0.14
124,"prove",2,"17H",21,0.13
124,"know",11,"19H",39,0.93
124,"reveal",3,"4L",12,0.61
124,"admit",13,"10H",18,0.55
124,"see",19,"7L",19,0.86
124,"discover",14,"18H",6,0.92
124,"hear",16,"2L",10,0.95
124,"confess",20,"20L",27,0.05
124,"say",8,"11H",29,0.21
124,"confirm",4,"9L",16,0.13
124,"be right",6,"13H",8,0.09
125,"acknowledge",5,"1L",37,0.88
125,"know",11,"3H",33,0.72
125,"see",19,"6H",5,0.85
125,"discover",14,"17H",21,0.89
125,"confess",20,"2H",25,0.86
125,"demonstrate",18,"9L",16,0.42
125,"inform",12,"16L",31,0.9
125,"suggest",17,"12L",28,0.05
125,"think",7,"19H",39,0.42
125,"be right",6,"8L",23,0.09
125,"admit",13,"18H",6,0.78
125,"prove",2,"14H",22,0.73
125,"say",8,"20L",27,0.35
125,"establish",1,"4L",12,0.12
125,"announce",10,"13H",8,0.87
125,"hear",16,"7H",24,0.81
125,"be annoyed",9,"11L",11,0.86
125,"confirm",4,"10L",36,0.13
125,"pretend",15,"5L",38,0.18
125,"reveal",3,"15H",34,0.91
126,"pretend",15,"16L",31,1
126,"be right",6,"7H",24,0
126,"know",11,"3L",9,0.08
126,"discover",14,"6H",5,0
126,"confess",20,"10H",18,0.51
126,"announce",10,"4H",40,0.23
126,"establish",1,"13L",26,0.51
126,"hear",16,"12H",2,0.5
126,"be annoyed",9,"2L",10,1
126,"demonstrate",18,"11L",11,0.83
126,"inform",12,"18H",6,0
126,"prove",2,"20H",3,0.8
126,"admit",13,"14H",22,0.6
126,"think",7,"17L",15,0.51
126,"suggest",17,"19H",39,0.91
126,"see",19,"15L",7,0.07
126,"say",8,"8L",23,0.08
126,"reveal",3,"1L",37,0
126,"confirm",4,"9H",35,0.5
126,"acknowledge",5,"5L",38,0
127,"acknowledge",5,"10H",18,0.92
127,"announce",10,"20L",27,0.85
127,"be right",6,"3H",33,0.16
127,"reveal",3,"15H",34,0.71
127,"say",8,"12L",28,0
127,"think",7,"7H",24,0.07
127,"admit",13,"2H",25,0.73
127,"hear",16,"11L",11,0
127,"suggest",17,"16L",31,0.07
127,"demonstrate",18,"8H",1,0.18
127,"confess",20,"1L",37,0.14
127,"know",11,"14H",22,0.93
127,"confirm",4,"18L",32,0.29
127,"see",19,"5H",20,0.74
127,"discover",14,"17L",15,0
127,"pretend",15,"19L",4,0
127,"establish",1,"4L",12,0.09
127,"inform",12,"13L",26,0.12
127,"be annoyed",9,"9H",35,0.85
127,"prove",2,"6H",5,0.15
128,"suggest",17,"9L",16,0
128,"establish",1,"18L",32,0
128,"prove",2,"11H",29,0
128,"be right",6,"5H",20,0
128,"confirm",4,"15L",7,0
128,"think",7,"13H",8,1
128,"be annoyed",9,"16H",17,1
128,"pretend",15,"6L",30,0
128,"say",8,"8L",23,0
128,"reveal",3,"4L",12,0
128,"hear",16,"19H",39,0.79
128,"acknowledge",5,"20H",3,0.86
128,"know",11,"12H",2,0.12
128,"inform",12,"1L",37,0
128,"announce",10,"3L",9,0.09
128,"discover",14,"2L",10,0
128,"demonstrate",18,"10H",18,0.3
128,"admit",13,"14H",22,0.17
128,"confess",20,"7H",24,0
128,"see",19,"17L",15,0
129,"know",11,"12L",28,0.98
129,"prove",2,"1L",37,0.52
129,"confess",20,"13L",26,0.28
129,"see",19,"15L",7,0.74
129,"discover",14,"18H",6,0.67
129,"inform",12,"14H",22,0.75
129,"confirm",4,"17H",21,0.23
129,"be annoyed",9,"4L",12,0.98
129,"acknowledge",5,"20H",3,0.76
129,"announce",10,"3H",33,0.26
129,"suggest",17,"5H",20,0
129,"demonstrate",18,"6H",5,0.02
129,"establish",1,"11H",29,0.05
129,"admit",13,"7L",19,0.5
129,"pretend",15,"16H",17,0
129,"think",7,"19L",4,0
129,"say",8,"2L",10,0
129,"be right",6,"8L",23,0
129,"reveal",3,"10L",36,0.14
129,"hear",16,"9H",35,0.75
130,"think",7,"1L",37,0
130,"acknowledge",5,"3H",33,0.29
130,"confess",20,"12L",28,0
130,"see",19,"18H",6,0
130,"be annoyed",9,"19H",39,0.89
130,"confirm",4,"16L",31,0
130,"know",11,"14H",22,1
130,"discover",14,"8H",1,0.67
130,"admit",13,"10L",36,0
130,"announce",10,"11H",29,0.21
130,"inform",12,"6H",5,0
130,"be right",6,"2L",10,0
130,"demonstrate",18,"17L",15,0
130,"hear",16,"5H",20,0.42
130,"suggest",17,"7H",24,0
130,"prove",2,"15L",7,0
130,"establish",1,"20L",27,0
130,"pretend",15,"13H",8,0.46
130,"say",8,"4L",12,0
130,"reveal",3,"9L",16,0
131,"be annoyed",9,"6H",5,0.9
131,"think",7,"14L",14,0.08
131,"suggest",17,"12H",2,0
131,"pretend",15,"9L",16,0.13
131,"prove",2,"10H",18,0.25
131,"inform",12,"11L",11,0.9
131,"establish",1,"16L",31,0.08
131,"discover",14,"17L",15,0.07
131,"demonstrate",18,"15L",7,0.03
131,"confirm",4,"2H",25,0.41
131,"acknowledge",5,"3H",33,0.48
131,"admit",13,"20L",27,0
131,"be right",6,"4H",40,0.27
131,"see",19,"7H",24,0
131,"say",8,"19L",4,0.09
131,"confess",20,"13H",8,0.76
131,"reveal",3,"8H",1,0.82
131,"announce",10,"5L",38,0.72
131,"hear",16,"1H",13,1
131,"know",11,"18L",32,0
132,"acknowledge",5,"10H",18,0
132,"think",7,"17L",15,0.03
132,"prove",2,"12H",2,0
132,"announce",10,"2H",25,0.02
132,"admit",13,"14L",14,0
132,"confirm",4,"9L",16,0.01
132,"suggest",17,"15H",34,0.47
132,"see",19,"8H",1,0.4
132,"establish",1,"5H",20,0
132,"demonstrate",18,"7L",19,0
132,"hear",16,"13H",8,0.48
132,"say",8,"16L",31,0
132,"inform",12,"4L",12,0
132,"be annoyed",9,"6H",5,0
132,"confess",20,"19L",4,0.03
132,"know",11,"3L",9,0.49
132,"pretend",15,"20H",3,0.48
132,"discover",14,"18L",32,0.07
132,"reveal",3,"11L",11,0.52
132,"be right",6,"1H",13,0.5
133,"confess",20,"19H",39,0.72
133,"prove",2,"2H",25,0.88
133,"be annoyed",9,"15H",34,0.98
133,"acknowledge",5,"10L",36,0.86
133,"announce",10,"16H",17,0.07
133,"admit",13,"12L",28,0.48
133,"demonstrate",18,"1L",37,0.03
133,"pretend",15,"3L",9,0.02
133,"see",19,"9L",16,0.82
133,"inform",12,"7L",19,0.32
133,"be right",6,"17H",21,0.02
133,"reveal",3,"20H",3,0.98
133,"discover",14,"5H",20,0.92
133,"know",11,"6L",30,0.98
133,"confirm",4,"4L",12,0.63
133,"suggest",17,"13H",8,0.02
133,"establish",1,"18L",32,0.62
133,"think",7,"8L",23,0.02
133,"hear",16,"14H",22,0.76
133,"say",8,"11H",29,0.15
134,"say",8,"2H",25,0.03
134,"be annoyed",9,"3H",33,0.01
134,"establish",1,"4H",40,0.52
134,"see",19,"1L",37,0.25
134,"be right",6,"11H",29,0.14
134,"acknowledge",5,"14L",14,0
134,"inform",12,"5H",20,0.49
134,"hear",16,"9H",35,0.69
134,"suggest",17,"15H",34,0.19
134,"admit",13,"13L",26,0.02
134,"confess",20,"7L",19,0.02
134,"demonstrate",18,"6H",5,0.27
134,"reveal",3,"19L",4,0.12
134,"discover",14,"10L",36,0.03
134,"prove",2,"17L",15,0.03
134,"confirm",4,"20L",27,0.04
134,"think",7,"16L",31,0
134,"know",11,"8H",1,0.44
134,"pretend",15,"18H",6,0.19
134,"announce",10,"12L",28,0.01
135,"establish",1,"3H",33,0.01
135,"see",19,"20H",3,0.05
135,"acknowledge",5,"12L",28,0.03
135,"inform",12,"5H",20,0.07
135,"know",11,"10L",36,0.14
135,"admit",13,"14H",22,0.04
135,"suggest",17,"11H",29,0.7
135,"be right",6,"4L",12,0.07
135,"prove",2,"16H",17,0.01
135,"reveal",3,"18H",6,0.05
135,"demonstrate",18,"17L",15,0.08
135,"say",8,"6L",30,0.02
135,"think",7,"13H",8,0.75
135,"hear",16,"2L",10,0.24
135,"be annoyed",9,"8L",23,0.83
135,"announce",10,"7H",24,0.86
135,"confess",20,"1H",13,0.96
135,"discover",14,"19L",4,0.83
135,"pretend",15,"9L",16,0.08
135,"confirm",4,"15L",7,0.47
136,"hear",16,"9H",35,0.81
136,"announce",10,"20L",27,0.57
136,"know",11,"18H",6,0.93
136,"say",8,"13L",26,0.34
136,"suggest",17,"3H",33,0.36
136,"inform",12,"17H",21,0.68
136,"confirm",4,"5L",38,0.21
136,"pretend",15,"10H",18,0.4
136,"be annoyed",9,"14L",14,0.58
136,"admit",13,"7L",19,0.46
136,"see",19,"8H",1,0.82
136,"establish",1,"19L",4,0.44
136,"confess",20,"6H",5,0.47
136,"acknowledge",5,"12L",28,0.47
136,"discover",14,"15H",34,0.55
136,"demonstrate",18,"16H",17,0.56
136,"prove",2,"1H",13,0.58
136,"think",7,"11L",11,0.45
136,"be right",6,"2L",10,0.18
136,"reveal",3,"4L",12,0.34
137,"demonstrate",18,"15H",34,0.9
137,"confirm",4,"12H",2,0.07
137,"announce",10,"5H",20,0.73
137,"reveal",3,"2H",25,0.7
137,"suggest",17,"13L",26,0.02
137,"acknowledge",5,"14L",14,0.02
137,"hear",16,"17L",15,0.03
137,"prove",2,"6H",5,0.52
137,"establish",1,"10L",36,0.01
137,"be annoyed",9,"8H",1,0.84
137,"discover",14,"19H",39,0.97
137,"know",11,"16L",31,0.98
137,"think",7,"11L",11,0.02
137,"see",19,"3H",33,0.97
137,"inform",12,"7L",19,0
137,"confess",20,"4H",40,0.9
137,"pretend",15,"9L",16,0.01
137,"admit",13,"20L",27,0.02
137,"be right",6,"18L",32,0.02
137,"say",8,"1H",13,0.94
138,"see",19,"5L",38,0.92
138,"suggest",17,"1L",37,0.03
138,"admit",13,"16L",31,0.32
138,"announce",10,"17L",15,0.04
138,"confirm",4,"7H",24,0.05
138,"be annoyed",9,"18L",32,0.76
138,"discover",14,"14H",22,0.86
138,"demonstrate",18,"10L",36,0.04
138,"hear",16,"9L",16,0.79
138,"know",11,"15H",34,0.73
138,"establish",1,"2H",25,0.25
138,"be right",6,"11H",29,0.15
138,"think",7,"3H",33,0.05
138,"say",8,"13L",26,0.04
138,"inform",12,"12H",2,0.72
138,"pretend",15,"4H",40,0.86
138,"acknowledge",5,"6L",30,0.69
138,"prove",2,"20H",3,0.87
138,"confess",20,"19H",39,0.74
138,"reveal",3,"8L",23,0.04
139,"be annoyed",9,"13L",26,0.15
139,"demonstrate",18,"15L",7,0
139,"see",19,"12H",2,0.68
139,"confirm",4,"19L",4,0.14
139,"inform",12,"17H",21,0.8
139,"prove",2,"8H",1,0.08
139,"discover",14,"14L",14,0.08
139,"think",7,"10L",36,0
139,"be right",6,"3L",9,0
139,"reveal",3,"7H",24,0.54
139,"know",11,"2H",25,0.39
139,"pretend",15,"6L",30,0.01
139,"say",8,"16L",31,0.33
139,"hear",16,"11L",11,0.16
139,"establish",1,"20H",3,0.94
139,"suggest",17,"18H",6,0.59
139,"confess",20,"1H",13,0.81
139,"admit",13,"9H",35,0.81
139,"acknowledge",5,"5H",20,0.32
139,"announce",10,"4L",12,0.01
140,"hear",16,"15H",34,0.64
140,"discover",14,"4H",40,0.77
140,"announce",10,"19L",4,0.03
140,"acknowledge",5,"2L",10,0.02
140,"think",7,"8H",1,0.75
140,"establish",1,"17L",15,0.24
140,"confirm",4,"6L",30,0.27
140,"be annoyed",9,"10H",18,0.84
140,"inform",12,"18H",6,0.47
140,"admit",13,"16L",31,0.48
140,"demonstrate",18,"5H",20,0.11
140,"confess",20,"12L",28,0.3
140,"prove",2,"20L",27,0.02
140,"say",8,"9H",35,0.03
140,"suggest",17,"1L",37,0.01
140,"see",19,"14H",22,0.64
140,"be right",6,"13L",26,0.07
140,"reveal",3,"11H",29,0.08
140,"pretend",15,"7H",24,0.06
140,"know",11,"3L",9,0.91
141,"demonstrate",18,"15H",34,0.69
141,"reveal",3,"20H",3,0.24
141,"see",19,"6H",5,0.27
141,"pretend",15,"18L",32,0.58
141,"say",8,"5H",20,0.1
141,"inform",12,"14H",22,1
141,"confess",20,"10L",36,0.15
141,"hear",16,"11L",11,0.95
141,"discover",14,"9H",35,0.96
141,"establish",1,"19L",4,0.08
141,"think",7,"7H",24,0.14
141,"suggest",17,"2L",10,0.16
141,"be annoyed",9,"16L",31,0.93
141,"prove",2,"1L",37,0.07
141,"confirm",4,"12L",28,0.08
141,"announce",10,"17H",21,0.93
141,"acknowledge",5,"3L",9,1
141,"admit",13,"13H",8,0.92
141,"be right",6,"8L",23,0.07
141,"know",11,"4H",40,1
142,"know",11,"20L",27,0
142,"hear",16,"6H",5,0.01
142,"confirm",4,"4L",12,0
142,"see",19,"16H",17,0
142,"admit",13,"9L",16,0.18
142,"suggest",17,"10H",18,0.01
142,"think",7,"2H",25,0.21
142,"inform",12,"18H",6,0.51
142,"establish",1,"12L",28,0.06
142,"say",8,"5H",20,0.02
142,"pretend",15,"1H",13,0.47
142,"discover",14,"17H",21,0.8
142,"announce",10,"7L",19,0.01
142,"be right",6,"8H",1,0.01
142,"reveal",3,"19L",4,0.85
142,"demonstrate",18,"13L",26,0.01
142,"acknowledge",5,"3L",9,0
142,"prove",2,"14L",14,0.01
142,"confess",20,"15L",7,0.88
142,"be annoyed",9,"11H",29,0
143,"confess",20,"8H",1,1
143,"suggest",17,"20H",3,0.58
143,"see",19,"7H",24,1
143,"acknowledge",5,"10L",36,0.88
143,"be right",6,"5H",20,0
143,"establish",1,"1L",37,0
143,"admit",13,"4H",40,1
143,"think",7,"11L",11,0
143,"confirm",4,"3L",9,0
143,"be annoyed",9,"18L",32,1
143,"discover",14,"2L",10,0
143,"know",11,"12L",28,0.72
143,"hear",16,"15H",34,1
143,"inform",12,"13H",8,1
143,"announce",10,"14L",14,0
143,"prove",2,"19H",39,0
143,"pretend",15,"9L",16,0
143,"say",8,"16L",31,0
143,"demonstrate",18,"6H",5,0
143,"reveal",3,"17H",21,0.73
144,"reveal",3,"9L",16,0.07
144,"demonstrate",18,"2L",10,0.18
144,"suggest",17,"4L",12,0.05
144,"inform",12,"12L",28,0.12
144,"be annoyed",9,"1L",37,0.1
144,"hear",16,"10L",36,0.09
144,"be right",6,"15H",34,0.09
144,"pretend",15,"7H",24,0.08
144,"prove",2,"5H",20,0.05
144,"confess",20,"20H",3,0.08
144,"know",11,"8H",1,0.06
144,"announce",10,"18L",32,0.23
144,"say",8,"16H",17,0.35
144,"discover",14,"17L",15,0.43
144,"think",7,"19H",39,0.19
144,"admit",13,"14L",14,0.13
144,"see",19,"3L",9,0.19
144,"establish",1,"6H",5,0.05
144,"acknowledge",5,"13H",8,0.36
144,"confirm",4,"11H",29,0.05
145,"say",8,"9L",16,0.02
145,"prove",2,"1H",13,0.72
145,"admit",13,"5L",38,0.76
145,"be right",6,"15L",7,0.01
145,"see",19,"6L",30,0.52
145,"establish",1,"10H",18,0.88
145,"reveal",3,"20H",3,0.99
145,"discover",14,"19H",39,0.92
145,"be annoyed",9,"13H",8,1
145,"pretend",15,"11H",29,0.01
145,"confess",20,"17H",21,0.02
145,"demonstrate",18,"8L",23,0.54
145,"inform",12,"4H",40,0.98
145,"acknowledge",5,"2L",10,0.02
145,"suggest",17,"12H",2,0.45
145,"hear",16,"18L",32,0.04
145,"think",7,"3L",9,0.02
145,"announce",10,"14H",22,0.46
145,"know",11,"7L",19,0.98
145,"confirm",4,"16L",31,0.88
146,"admit",13,"12H",2,0
146,"suggest",17,"1H",13,0.76
146,"discover",14,"11L",11,0
146,"know",11,"3H",33,0.03
146,"establish",1,"17L",15,0.5
146,"demonstrate",18,"13L",26,0.02
146,"inform",12,"18H",6,0.02
146,"announce",10,"15L",7,0.02
146,"think",7,"6H",5,0
146,"confirm",4,"10H",18,0.03
146,"reveal",3,"4L",12,0.01
146,"hear",16,"5L",38,0.02
146,"say",8,"7L",19,0.02
146,"pretend",15,"2L",10,0.99
146,"be annoyed",9,"16L",31,0.51
146,"see",19,"19H",39,0.25
146,"acknowledge",5,"8L",23,0.01
146,"prove",2,"20H",3,0.02
146,"confess",20,"9H",35,0.01
146,"be right",6,"14H",22,0.03
147,"discover",14,"8L",23,0
147,"establish",1,"15L",7,1
147,"be right",6,"14H",22,0.48
147,"hear",16,"11H",29,0.77
147,"confirm",4,"9L",16,0.69
147,"confess",20,"5L",38,1
147,"announce",10,"17H",21,1
147,"think",7,"4H",40,0.12
147,"inform",12,"2H",25,1
147,"reveal",3,"13H",8,1
147,"know",11,"16H",17,1
147,"suggest",17,"6L",30,0.67
147,"see",19,"12H",2,1
147,"admit",13,"3H",33,1
147,"prove",2,"20L",27,0.35
147,"pretend",15,"19L",4,0.09
147,"demonstrate",18,"1L",37,0.26
147,"be annoyed",9,"7H",24,1
147,"say",8,"10L",36,0.4
147,"acknowledge",5,"18L",32,0.34
148,"be right",6,"16H",17,0.68
148,"acknowledge",5,"3H",33,0.7
148,"inform",12,"5L",38,0.63
148,"announce",10,"18H",6,0.65
148,"pretend",15,"20H",3,0.77
148,"hear",16,"2L",10,0.14
148,"suggest",17,"14L",14,0.28
148,"confirm",4,"1H",13,0.68
148,"demonstrate",18,"17L",15,0.19
148,"confess",20,"15H",34,0.81
148,"discover",14,"6L",30,0.27
148,"prove",2,"11L",11,0.43
148,"think",7,"8L",23,0.25
148,"know",11,"10H",18,0.75
148,"be annoyed",9,"9L",16,0.5
148,"see",19,"19L",4,0.23
148,"admit",13,"13L",26,0.29
148,"say",8,"7H",24,0.33
148,"establish",1,"12H",2,0.62
148,"reveal",3,"4H",40,0.59
149,"confirm",4,"4L",12,0.19
149,"pretend",15,"13H",8,0.03
149,"admit",13,"3H",33,0.7
149,"say",8,"9H",35,0.51
149,"establish",1,"1H",13,0.73
149,"think",7,"11L",11,0.14
149,"discover",14,"15H",34,0.71
149,"be annoyed",9,"14L",14,0.54
149,"suggest",17,"6L",30,0.15
149,"confess",20,"17L",15,0.16
149,"be right",6,"12L",28,0.22
149,"demonstrate",18,"16L",31,0.26
149,"reveal",3,"5H",20,0.52
149,"inform",12,"20L",27,0.49
149,"acknowledge",5,"7L",19,0.29
149,"hear",16,"19H",39,0.54
149,"prove",2,"2L",10,0.28
149,"announce",10,"18H",6,0.35
149,"know",11,"8H",1,0.25
149,"see",19,"10H",18,0.51
150,"suggest",17,"20L",27,0.1
150,"pretend",15,"9H",35,0.13
150,"hear",16,"13L",26,0.79
150,"inform",12,"10L",36,0.26
150,"demonstrate",18,"5L",38,0.36
150,"know",11,"1L",37,0.39
150,"prove",2,"18L",32,0.5
150,"be annoyed",9,"8L",23,0.77
150,"announce",10,"4H",40,0.72
150,"establish",1,"12L",28,0.28
150,"be right",6,"6H",5,0.52
150,"confirm",4,"3H",33,0.58
150,"say",8,"19H",39,0.71
150,"think",7,"11L",11,0.36
150,"admit",13,"17H",21,0.67
150,"see",19,"14H",22,0.87
150,"acknowledge",5,"15H",34,0.83
150,"reveal",3,"2L",10,0
150,"confess",20,"16H",17,0.59
150,"discover",14,"7H",24,0.5
151,"reveal",3,"15H",34,0.86
151,"know",11,"19H",39,0.93
151,"hear",16,"14H",22,0.95
151,"announce",10,"20H",3,0.48
151,"suggest",17,"17H",21,0.29
151,"be right",6,"5H",20,0.46
151,"think",7,"1L",37,0.28
151,"establish",1,"16L",31,0.66
151,"be annoyed",9,"4L",12,0.97
151,"acknowledge",5,"6L",30,0.99
151,"see",19,"3L",9,0.99
151,"say",8,"18L",32,0.15
151,"inform",12,"7L",19,0.64
151,"admit",13,"10L",36,0.99
151,"demonstrate",18,"9H",35,0.94
151,"prove",2,"2L",10,0.07
151,"confess",20,"13H",8,0.71
151,"confirm",4,"12H",2,0.32
151,"discover",14,"11L",11,0.98
151,"pretend",15,"8H",1,0.13
152,"acknowledge",5,"13H",8,0.68
152,"pretend",15,"5L",38,0.03
152,"inform",12,"15L",7,0.17
152,"prove",2,"12H",2,0.67
152,"hear",16,"17L",15,0.81
152,"be annoyed",9,"3H",33,0.89
152,"see",19,"2H",25,0.52
152,"suggest",17,"20L",27,0.34
152,"admit",13,"9L",16,0.85
152,"demonstrate",18,"19L",4,0.87
152,"reveal",3,"11H",29,0.9
152,"confess",20,"7H",24,0.87
152,"know",11,"1L",37,0.85
152,"confirm",4,"4H",40,0.87
152,"establish",1,"16H",17,0.79
152,"announce",10,"18H",6,0.79
152,"be right",6,"14H",22,0.62
152,"say",8,"10L",36,0.14
152,"think",7,"8L",23,0.24
152,"discover",14,"6L",30,0.26
153,"prove",2,"7H",24,0
153,"be annoyed",9,"10H",18,0.99
153,"pretend",15,"3L",9,0
153,"demonstrate",18,"18L",32,0.01
153,"discover",14,"12H",2,0.99
153,"acknowledge",5,"14L",14,0.99
153,"think",7,"11H",29,0
153,"see",19,"16L",31,1
153,"announce",10,"5H",20,0.52
153,"establish",1,"4H",40,0
153,"confirm",4,"9L",16,0.02
153,"hear",16,"17H",21,0.53
153,"say",8,"20H",3,0.01
153,"suggest",17,"2H",25,0.01
153,"confess",20,"13L",26,0.01
153,"admit",13,"8H",1,1
153,"reveal",3,"15L",7,0
153,"know",11,"6L",30,0.99
153,"be right",6,"1L",37,0.01
153,"inform",12,"19L",4,0.52
154,"reveal",3,"8H",1,0
154,"be right",6,"3H",33,0.09
154,"say",8,"15L",7,0.47
154,"pretend",15,"7H",24,0
154,"discover",14,"10H",18,0.35
154,"admit",13,"13H",8,0.51
154,"confess",20,"18L",32,0
154,"acknowledge",5,"4L",12,0.07
154,"suggest",17,"2H",25,0.11
154,"think",7,"11L",11,0.16
154,"prove",2,"5H",20,0
154,"hear",16,"12L",28,0
154,"see",19,"9H",35,0
154,"be annoyed",9,"19L",4,0.1
154,"establish",1,"1L",37,0
154,"know",11,"17L",15,0.83
154,"inform",12,"20L",27,0.37
154,"demonstrate",18,"14H",22,0.8
